App,Model,Table,Field,Type,Relation To,Relation Type,Null,Unique
Bandwidth Management,DataUsage,bandwidth_datausage,peak_time,DateTimeField,,,Yes,No
Bandwidth Management,DataUsage,bandwidth_datausage,period_start,DateTimeField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,period_end,DateTimeField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,billing_cycle_id,PositiveIntegerField,,,Yes,No
Bandwidth Management,DataUsage,bandwidth_datausage,daily_usage,JSONField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,hourly_peak,JSONField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,is_over_limit,BooleanField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,overage_amount,DecimalField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,created_at,DateTimeField,,,No,No
Bandwidth Management,DataUsage,bandwidth_datausage,updated_at,DateTimeField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,id,BigAutoField,,,No,Yes
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,alert_type,CharField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,alert_level,CharField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,customer,ForeignKey,Customer,FK,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,device_id,PositiveIntegerField,,,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,device_type,CharField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,threshold_percentage,PositiveIntegerField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,threshold_value,FloatField,,,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,threshold_unit,CharField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,message,TextField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,triggered_value,FloatField,,,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,notify_customer,BooleanField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,notify_staff,BooleanField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,notification_methods,JSONField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,is_triggered,BooleanField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,triggered_at,DateTimeField,,,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,acknowledged,BooleanField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,acknowledged_by,ForeignKey,User,FK,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,acknowledged_at,DateTimeField,,,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,resolved,BooleanField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,resolved_at,DateTimeField,,,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,resolution_notes,TextField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,recurring,BooleanField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,recurrence_interval,PositiveIntegerField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,company,ForeignKey,Company,FK,Yes,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,created_at,DateTimeField,,,No,No
Bandwidth Management,BandwidthAlert,bandwidth_bandwidthalert,updated_at,DateTimeField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,id,BigAutoField,,,No,Yes
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,customer,ForeignKey,Customer,FK,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,device_id,PositiveIntegerField,,,Yes,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,device_type,CharField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,download_speed,FloatField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,upload_speed,FloatField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,latency,FloatField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,jitter,FloatField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,packet_loss,FloatField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,server_name,CharField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,server_location,CharField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,test_method,CharField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,test_duration,PositiveIntegerField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,concurrent_users,PositiveIntegerField,,,Yes,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,network_load,FloatField,,,Yes,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,is_valid,BooleanField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,validation_notes,TextField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,company,ForeignKey,Company,FK,Yes,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,test_time,DateTimeField,,,No,No
Bandwidth Management,SpeedTestResult,bandwidth_speedtestresult,created_at,DateTimeField,,,No,No
